model,task,lang_a,lang_b,n_aligned,acc_a,acc_b,acc_diff,b_a_right_b_wrong,c_a_wrong_b_right,n_discordant,chi2,p_value,significant,direction,odds_ratio,cohens_h
gpt-oss-20b,math,fi,hi,500,0.93,0.946,-0.016,4,12,16,3.0625,0.080118,False,Hindi > Finnish,0.3333,0.0665
gpt-oss-20b,math,de,sw,500,0.934,0.948,-0.014,4,11,15,2.4,0.121335,False,Swahili > German,0.3636,0.0595
gpt-oss-20b,math,ar,ko,500,0.938,0.952,-0.014,5,12,17,2.1176,0.14561,False,Korean > Arabic,0.4167,0.0615
gpt-oss-20b,math,en,fi,500,0.942,0.93,0.012,10,4,14,1.7857,0.181449,False,English > Finnish,2.5,0.0491
gpt-oss-20b,math,fi,fr,500,0.93,0.942,-0.012,4,10,14,1.7857,0.181449,False,French > Finnish,0.4,0.0491
gpt-oss-20b,math,en,ko,500,0.942,0.952,-0.01,2,7,9,1.7778,0.182422,False,Korean > English,0.2857,0.0447
gpt-oss-20b,math,fr,ko,500,0.942,0.952,-0.01,2,7,9,1.7778,0.182422,False,Korean > French,0.2857,0.0447
gpt-oss-20b,math,ko,tr,500,0.952,0.942,0.01,7,2,9,1.7778,0.182422,False,Korean > Turkish,3.5,0.0447
gpt-oss-20b,math,ar,zh,500,0.938,0.924,0.014,14,7,21,1.7143,0.19043,False,Arabic > Chinese,2.0,0.0553
gpt-oss-20b,math,fi,tr,500,0.93,0.942,-0.012,5,11,16,1.5625,0.2113,False,Turkish > Finnish,0.4545,0.0491
gpt-oss-20b,math,ar,es,500,0.938,0.948,-0.01,4,9,13,1.2308,0.267257,False,Spanish > Arabic,0.4444,0.0432
gpt-oss-20b,math,es,fr,500,0.948,0.942,0.006,4,1,5,0.8,0.371093,False,Spanish > French,4.0,0.0263
gpt-oss-20b,math,ar,sw,500,0.938,0.948,-0.01,8,13,21,0.7619,0.382733,False,Swahili > Arabic,0.6154,0.0432
gpt-oss-20b,math,de,en,500,0.934,0.942,-0.008,4,8,12,0.75,0.386476,False,English > German,0.5,0.0332
gpt-oss-20b,math,de,fr,500,0.934,0.942,-0.008,4,8,12,0.75,0.386476,False,French > German,0.5,0.0332
gpt-oss-20b,math,de,tr,500,0.934,0.942,-0.008,4,8,12,0.75,0.386476,False,Turkish > German,0.5,0.0332
gpt-oss-20b,math,de,zh,500,0.934,0.924,0.01,14,9,23,0.6957,0.404248,False,German > Chinese,1.5556,0.039
gpt-oss-20b,math,es,tr,500,0.948,0.942,0.006,5,2,7,0.5714,0.449692,False,Spanish > Turkish,2.5,0.0263
gpt-oss-20b,math,ar,fi,500,0.938,0.93,0.008,12,8,20,0.45,0.502335,False,Arabic > Finnish,1.5,0.0322
gpt-oss-20b,math,ar,hi,500,0.938,0.946,-0.008,8,12,20,0.45,0.502335,False,Hindi > Arabic,0.6667,0.0342
gpt-oss-20b,math,en,es,500,0.942,0.948,-0.006,4,7,11,0.3636,0.546494,False,Spanish > English,0.5714,0.0263
gpt-oss-20b,math,hi,ko,500,0.946,0.952,-0.006,4,7,11,0.3636,0.546494,False,Korean > Hindi,0.5714,0.0273
gpt-oss-20b,math,en,sw,500,0.942,0.948,-0.006,5,8,13,0.3077,0.5791,False,Swahili > English,0.625,0.0263
gpt-oss-20b,math,fr,sw,500,0.942,0.948,-0.006,5,8,13,0.3077,0.5791,False,Swahili > French,0.625,0.0263
gpt-oss-20b,math,sw,tr,500,0.948,0.942,0.006,8,5,13,0.3077,0.5791,False,Swahili > Turkish,1.6,0.0263
gpt-oss-20b,math,fi,zh,500,0.93,0.924,0.006,13,10,23,0.1739,0.676657,False,Finnish > Chinese,1.3,0.0231
gpt-oss-20b,math,es,ko,500,0.948,0.952,-0.004,2,4,6,0.1667,0.683091,False,Korean > Spanish,0.5,0.0184
gpt-oss-20b,math,fr,tr,500,0.942,0.942,0.0,5,5,10,0.1,0.75183,False,tie,1.0,0.0
gpt-oss-20b,math,hi,tr,500,0.946,0.942,0.004,6,4,10,0.1,0.75183,False,Hindi > Turkish,1.5,0.0174
gpt-oss-20b,math,ar,fr,500,0.938,0.942,-0.004,5,7,12,0.0833,0.77283,False,French > Arabic,0.7143,0.0168
gpt-oss-20b,math,en,hi,500,0.942,0.946,-0.004,5,7,12,0.0833,0.77283,False,Hindi > English,0.7143,0.0174
gpt-oss-20b,math,en,tr,500,0.942,0.942,0.0,6,6,12,0.0833,0.77283,False,tie,1.0,0.0
gpt-oss-20b,math,fr,hi,500,0.942,0.946,-0.004,5,7,12,0.0833,0.77283,False,Hindi > French,0.7143,0.0174
gpt-oss-20b,math,ko,sw,500,0.952,0.948,0.004,7,5,12,0.0833,0.77283,False,Korean > Swahili,1.4,0.0184
gpt-oss-20b,math,de,fi,500,0.934,0.93,0.004,8,6,14,0.0714,0.789268,False,German > Finnish,1.3333,0.0159
gpt-oss-20b,math,en,fr,500,0.942,0.942,0.0,7,7,14,0.0714,0.789268,False,tie,1.0,0.0
gpt-oss-20b,math,es,sw,500,0.948,0.948,0.0,7,7,14,0.0714,0.789268,False,tie,1.0,0.0
gpt-oss-20b,math,ar,en,500,0.938,0.942,-0.004,7,9,16,0.0625,0.802587,False,English > Arabic,0.7778,0.0168
gpt-oss-20b,math,ar,tr,500,0.938,0.942,-0.004,7,9,16,0.0625,0.802587,False,Turkish > Arabic,0.7778,0.0168
gpt-oss-20b,math,ar,de,500,0.938,0.934,0.004,11,9,20,0.05,0.823063,False,Arabic > German,1.2222,0.0163
gpt-oss-20b,math,es,hi,500,0.948,0.946,0.002,5,4,9,0.0,1.0,False,Spanish > Hindi,1.25,0.0089
gpt-oss-20b,math,hi,sw,500,0.946,0.948,-0.002,6,7,13,0.0,1.0,False,Swahili > Hindi,0.8571,0.0089
llama3.1-8b,math,ar,fi,500,0.714,0.522,0.192,138,42,180,50.1389,0.0,True,Arabic > Finnish,3.2857,0.3983
llama3.1-8b,math,ar,tr,500,0.714,0.562,0.152,111,35,146,38.5274,0.0,True,Arabic > Turkish,3.1714,0.318
llama3.1-8b,math,ar,zh,500,0.714,0.554,0.16,128,48,176,35.4602,0.0,True,Arabic > Chinese,2.6667,0.3341
llama3.1-8b,math,de,fi,500,0.724,0.522,0.202,141,40,181,55.2486,0.0,True,German > Finnish,3.525,0.4205
llama3.1-8b,math,de,sw,500,0.724,0.586,0.138,118,49,167,27.6886,0.0,True,German > Swahili,2.4082,0.2917
llama3.1-8b,math,de,tr,500,0.724,0.562,0.162,112,31,143,44.7552,0.0,True,German > Turkish,3.6129,0.3402
llama3.1-8b,math,de,zh,500,0.724,0.554,0.17,128,43,171,41.2632,0.0,True,German > Chinese,2.9767,0.3563
llama3.1-8b,math,en,fr,500,0.648,0.772,-0.124,41,103,144,25.8403,0.0,True,French > English,0.3981,0.2747
llama3.1-8b,math,es,fr,500,0.6,0.772,-0.172,37,123,160,45.1562,0.0,True,French > Spanish,0.3008,0.3738
llama3.1-8b,math,fi,fr,500,0.522,0.772,-0.25,30,155,185,83.1135,0.0,True,French > Finnish,0.1935,0.5312
llama3.1-8b,math,fr,hi,500,0.772,0.624,0.148,113,39,152,35.0592,0.0,True,French > Hindi,2.8974,0.3246
llama3.1-8b,math,fr,ko,500,0.772,0.632,0.14,107,37,144,33.0625,0.0,True,French > Korean,2.8919,0.308
llama3.1-8b,math,fr,sw,500,0.772,0.586,0.186,133,40,173,48.9249,0.0,True,French > Swahili,3.325,0.4023
llama3.1-8b,math,fr,tr,500,0.772,0.562,0.21,127,22,149,72.5906,0.0,True,French > Turkish,5.7727,0.4509
llama3.1-8b,math,fr,zh,500,0.772,0.554,0.218,139,30,169,69.0178,0.0,True,French > Chinese,4.6333,0.467
llama3.1-8b,math,de,es,500,0.724,0.6,0.124,108,46,154,24.1623,1e-06,True,German > Spanish,2.3478,0.2632
llama3.1-8b,math,ar,sw,500,0.714,0.586,0.128,118,54,172,23.0756,2e-06,True,Arabic > Swahili,2.1852,0.2694
llama3.1-8b,math,ar,es,500,0.714,0.6,0.114,114,57,171,18.3392,1.8e-05,True,Arabic > Spanish,2.0,0.2409
llama3.1-8b,math,en,fi,500,0.648,0.522,0.126,137,74,211,18.218,2e-05,True,English > Finnish,1.8514,0.2565
llama3.1-8b,math,de,hi,500,0.724,0.624,0.1,98,48,146,16.4452,5e-05,True,German > Hindi,2.0417,0.2139
llama3.1-8b,math,fi,ko,500,0.522,0.632,-0.11,64,119,183,15.9344,6.6e-05,True,Korean > Finnish,0.5378,0.2232
llama3.1-8b,math,de,ko,500,0.724,0.632,0.092,96,50,146,13.8699,0.000196,True,German > Korean,1.92,0.1974
llama3.1-8b,math,fi,hi,500,0.522,0.624,-0.102,76,127,203,12.3153,0.000449,True,Hindi > Finnish,0.5984,0.2066
llama3.1-8b,math,en,zh,500,0.648,0.554,0.094,112,65,177,11.9548,0.000545,True,English > Chinese,1.7231,0.1923
llama3.1-8b,math,ar,hi,500,0.714,0.624,0.09,107,62,169,11.4556,0.000713,True,Arabic > Hindi,1.7258,0.1917
llama3.1-8b,math,en,tr,500,0.648,0.562,0.086,103,60,163,10.8221,0.001003,True,English > Turkish,1.7167,0.1762
llama3.1-8b,math,ar,ko,500,0.714,0.632,0.082,95,54,149,10.7383,0.001049,True,Arabic > Korean,1.7593,0.1751
llama3.1-8b,math,de,en,500,0.724,0.648,0.076,92,54,146,9.3767,0.002198,True,German > English,1.7037,0.164
llama3.1-8b,math,ko,zh,500,0.632,0.554,0.078,105,66,171,8.4444,0.003662,True,Korean > Chinese,1.5909,0.159
llama3.1-8b,math,ko,tr,500,0.632,0.562,0.07,94,59,153,7.5556,0.005983,True,Korean > Turkish,1.5932,0.1428
llama3.1-8b,math,es,fi,500,0.6,0.522,0.078,118,79,197,7.3299,0.006781,True,Spanish > Finnish,1.4937,0.1573
llama3.1-8b,math,de,fr,500,0.724,0.772,-0.048,30,54,84,6.2976,0.01209,True,French > German,0.5556,0.1107
llama3.1-8b,math,hi,zh,500,0.624,0.554,0.07,111,76,187,6.1818,0.012907,True,Hindi > Chinese,1.4605,0.1424
llama3.1-8b,math,ar,fr,500,0.714,0.772,-0.058,49,78,127,6.1732,0.01297,True,French > Arabic,0.6282,0.1329
llama3.1-8b,math,ar,en,500,0.714,0.648,0.066,102,69,171,5.9883,0.014401,True,Arabic > English,1.4783,0.1418
llama3.1-8b,math,en,sw,500,0.648,0.586,0.062,95,64,159,5.6604,0.017352,True,English > Swahili,1.4844,0.1276
llama3.1-8b,math,en,es,500,0.648,0.6,0.048,59,35,94,5.6277,0.017679,True,English > Spanish,1.6857,0.0991
llama3.1-8b,math,hi,tr,500,0.624,0.562,0.062,104,73,177,5.0847,0.024137,True,Hindi > Turkish,1.4247,0.1263
llama3.1-8b,math,fi,sw,500,0.522,0.586,-0.064,88,120,208,4.6202,0.031598,True,Swahili > Finnish,0.7333,0.1288
llama3.1-8b,math,es,zh,500,0.6,0.554,0.046,96,73,169,2.8639,0.090587,False,Spanish > Chinese,1.3151,0.0931
llama3.1-8b,math,ko,sw,500,0.632,0.586,0.046,101,78,179,2.7039,0.100102,False,Korean > Swahili,1.2949,0.0943
llama3.1-8b,math,hi,sw,500,0.624,0.586,0.038,91,72,163,1.9877,0.158578,False,Hindi > Swahili,1.2639,0.0778
llama3.1-8b,math,es,tr,500,0.6,0.562,0.038,92,73,165,1.9636,0.161125,False,Spanish > Turkish,1.2603,0.077
llama3.1-8b,math,fi,tr,500,0.522,0.562,-0.04,83,103,186,1.9409,0.163575,False,Turkish > Finnish,0.8058,0.0803
llama3.1-8b,math,es,ko,500,0.6,0.632,-0.032,68,84,152,1.4803,0.223733,False,Korean > Spanish,0.8095,0.0658
llama3.1-8b,math,sw,zh,500,0.586,0.554,0.032,100,84,184,1.2228,0.268807,False,Swahili > Chinese,1.1905,0.0646
llama3.1-8b,math,fi,zh,500,0.522,0.554,-0.032,91,107,198,1.1364,0.286422,False,Chinese > Finnish,0.8505,0.0642
llama3.1-8b,math,es,hi,500,0.6,0.624,-0.024,64,76,140,0.8643,0.352542,False,Hindi > Spanish,0.8421,0.0493
llama3.1-8b,math,en,hi,500,0.648,0.624,0.024,87,75,162,0.7469,0.387455,False,English > Hindi,1.16,0.0499
llama3.1-8b,math,sw,tr,500,0.586,0.562,0.024,94,82,176,0.6875,0.407016,False,Swahili > Turkish,1.1463,0.0485
llama3.1-8b,math,en,ko,500,0.648,0.632,0.016,86,78,164,0.2988,0.584648,False,English > Korean,1.1026,0.0333
llama3.1-8b,math,es,sw,500,0.6,0.586,0.014,78,71,149,0.2416,0.623045,False,Spanish > Swahili,1.0986,0.0285
llama3.1-8b,math,ar,de,500,0.714,0.724,-0.01,61,66,127,0.126,0.722633,False,German > Arabic,0.9242,0.0222
llama3.1-8b,math,hi,ko,500,0.624,0.632,-0.008,71,75,146,0.0616,0.803916,False,Korean > Hindi,0.9467,0.0166
llama3.1-8b,math,tr,zh,500,0.562,0.554,0.008,85,81,166,0.0542,0.815882,False,Turkish > Chinese,1.0494,0.0161
llama3.3-70b,math,en,es,500,0.936,0.894,0.042,27,6,33,12.1212,0.000499,True,English > Spanish,4.5,0.1517
llama3.3-70b,math,es,fr,500,0.894,0.932,-0.038,9,28,37,8.7568,0.003085,True,French > Spanish,0.3214,0.1356
llama3.3-70b,math,de,es,500,0.932,0.894,0.038,30,11,41,7.9024,0.004937,True,German > Spanish,2.7273,0.1356
llama3.3-70b,math,ar,es,500,0.93,0.894,0.036,30,12,42,6.881,0.008712,True,Arabic > Spanish,2.5,0.1277
llama3.3-70b,math,en,hi,500,0.936,0.906,0.03,24,9,33,5.9394,0.014806,True,English > Hindi,2.6667,0.1117
llama3.3-70b,math,es,fi,500,0.894,0.926,-0.032,14,30,44,5.1136,0.023739,True,Finnish > Spanish,0.4667,0.1122
llama3.3-70b,math,es,ko,500,0.894,0.922,-0.028,14,28,42,4.0238,0.044862,True,Korean > Spanish,0.5,0.0971
llama3.3-70b,math,en,zh,500,0.936,0.916,0.02,16,6,22,3.6818,0.055009,False,English > Chinese,2.6667,0.0766
llama3.3-70b,math,en,sw,500,0.936,0.916,0.02,17,7,24,3.375,0.066193,False,English > Swahili,2.4286,0.0766
llama3.3-70b,math,fr,hi,500,0.932,0.906,0.026,28,15,43,3.3488,0.067253,False,French > Hindi,1.8667,0.0956
llama3.3-70b,math,de,hi,500,0.932,0.906,0.026,29,16,45,3.2,0.073638,False,German > Hindi,1.8125,0.0956
llama3.3-70b,math,ar,hi,500,0.93,0.906,0.024,26,14,40,3.025,0.08199,False,Arabic > Hindi,1.8571,0.0877
llama3.3-70b,math,en,tr,500,0.936,0.916,0.02,19,9,28,2.8929,0.088973,False,English > Turkish,2.1111,0.0766
llama3.3-70b,math,es,sw,500,0.894,0.916,-0.022,15,26,41,2.439,0.11835,False,Swahili > Spanish,0.5769,0.0751
llama3.3-70b,math,es,zh,500,0.894,0.916,-0.022,15,26,41,2.439,0.11835,False,Chinese > Spanish,0.5769,0.0751
llama3.3-70b,math,es,tr,500,0.894,0.916,-0.022,18,29,47,2.1277,0.144661,False,Turkish > Spanish,0.6207,0.0751
llama3.3-70b,math,fi,hi,500,0.926,0.906,0.02,26,16,42,1.9286,0.164915,False,Finnish > Hindi,1.625,0.0722
llama3.3-70b,math,de,tr,500,0.932,0.916,0.016,18,10,28,1.75,0.185877,False,German > Turkish,1.8,0.0605
llama3.3-70b,math,de,zh,500,0.932,0.916,0.016,18,10,28,1.75,0.185877,False,German > Chinese,1.8,0.0605
llama3.3-70b,math,fr,sw,500,0.932,0.916,0.016,18,10,28,1.75,0.185877,False,French > Swahili,1.8,0.0605
llama3.3-70b,math,fr,tr,500,0.932,0.916,0.016,18,10,28,1.75,0.185877,False,French > Turkish,1.8,0.0605
llama3.3-70b,math,fr,zh,500,0.932,0.916,0.016,18,10,28,1.75,0.185877,False,French > Chinese,1.8,0.0605
llama3.3-70b,math,de,sw,500,0.932,0.916,0.016,19,11,30,1.6333,0.201243,False,German > Swahili,1.7273,0.0605
llama3.3-70b,math,en,ko,500,0.936,0.922,0.014,15,8,23,1.5652,0.210903,False,English > Korean,1.875,0.0546
llama3.3-70b,math,ar,zh,500,0.93,0.916,0.014,17,10,27,1.3333,0.248213,False,Arabic > Chinese,1.7,0.0526
llama3.3-70b,math,ar,tr,500,0.93,0.916,0.014,18,11,29,1.2414,0.265205,False,Arabic > Turkish,1.6364,0.0526
llama3.3-70b,math,hi,ko,500,0.906,0.922,-0.016,16,24,40,1.225,0.268382,False,Korean > Hindi,0.6667,0.0571
llama3.3-70b,math,ar,sw,500,0.93,0.916,0.014,19,12,31,1.1613,0.281198,False,Arabic > Swahili,1.5833,0.0526
llama3.3-70b,math,en,fi,500,0.936,0.926,0.01,14,9,23,0.6957,0.404248,False,English > Finnish,1.5556,0.0395
llama3.3-70b,math,fr,ko,500,0.932,0.922,0.01,15,10,25,0.64,0.423711,False,French > Korean,1.5,0.0385
llama3.3-70b,math,fi,sw,500,0.926,0.916,0.01,16,11,27,0.5926,0.441418,False,Finnish > Swahili,1.4545,0.0371
llama3.3-70b,math,de,ko,500,0.932,0.922,0.01,18,13,31,0.5161,0.472498,False,German > Korean,1.3846,0.0385
llama3.3-70b,math,fi,tr,500,0.926,0.916,0.01,18,13,31,0.5161,0.472498,False,Finnish > Turkish,1.3846,0.0371
llama3.3-70b,math,fi,zh,500,0.926,0.916,0.01,18,13,31,0.5161,0.472498,False,Finnish > Chinese,1.3846,0.0371
llama3.3-70b,math,es,hi,500,0.894,0.906,-0.012,24,30,54,0.463,0.496242,False,Hindi > Spanish,0.8,0.04
llama3.3-70b,math,hi,zh,500,0.906,0.916,-0.01,16,21,37,0.4324,0.510798,False,Chinese > Hindi,0.7619,0.0351
llama3.3-70b,math,hi,sw,500,0.906,0.916,-0.01,19,24,43,0.3721,0.541866,False,Swahili > Hindi,0.7917,0.0351
llama3.3-70b,math,hi,tr,500,0.906,0.916,-0.01,19,24,43,0.3721,0.541866,False,Turkish > Hindi,0.7917,0.0351
llama3.3-70b,math,ar,ko,500,0.93,0.922,0.008,15,11,26,0.3462,0.556298,False,Arabic > Korean,1.3636,0.0306
llama3.3-70b,math,ar,en,500,0.93,0.936,-0.006,9,12,21,0.1905,0.662521,False,English > Arabic,0.75,0.024
llama3.3-70b,math,fi,fr,500,0.926,0.932,-0.006,9,12,21,0.1905,0.662521,False,French > Finnish,0.75,0.0234
llama3.3-70b,math,ko,sw,500,0.922,0.916,0.006,15,12,27,0.1481,0.700311,False,Korean > Swahili,1.25,0.022
llama3.3-70b,math,ko,zh,500,0.922,0.916,0.006,15,12,27,0.1481,0.700311,False,Korean > Chinese,1.25,0.022
llama3.3-70b,math,de,fi,500,0.932,0.926,0.006,16,13,29,0.1379,0.710347,False,German > Finnish,1.2308,0.0234
llama3.3-70b,math,ko,tr,500,0.922,0.916,0.006,16,13,29,0.1379,0.710347,False,Korean > Turkish,1.2308,0.022
llama3.3-70b,math,de,fr,500,0.932,0.932,0.0,11,11,22,0.0455,0.83117,False,tie,1.0,0.0
llama3.3-70b,math,en,fr,500,0.936,0.932,0.004,13,11,24,0.0417,0.838256,False,English > French,1.1818,0.0161
llama3.3-70b,math,de,en,500,0.932,0.936,-0.004,12,14,26,0.0385,0.844519,False,English > German,0.8571,0.0161
llama3.3-70b,math,fi,ko,500,0.926,0.922,0.004,14,12,26,0.0385,0.844519,False,Finnish > Korean,1.1667,0.0151
llama3.3-70b,math,ar,fi,500,0.93,0.926,0.004,15,13,28,0.0357,0.850107,False,Arabic > Finnish,1.1538,0.0155
llama3.3-70b,math,sw,tr,500,0.916,0.916,0.0,17,17,34,0.0294,0.863832,False,tie,1.0,0.0
llama3.3-70b,math,sw,zh,500,0.916,0.916,0.0,17,17,34,0.0294,0.863832,False,tie,1.0,0.0
llama3.3-70b,math,tr,zh,500,0.916,0.916,0.0,17,17,34,0.0294,0.863832,False,tie,1.0,0.0
llama3.3-70b,math,ar,de,500,0.93,0.932,-0.002,14,15,29,0.0,1.0,False,German > Arabic,0.9333,0.0079
llama3.3-70b,math,ar,fr,500,0.93,0.932,-0.002,12,13,25,0.0,1.0,False,French > Arabic,0.9231,0.0079
llama4-scout,math,ar,de,500,0.948,0.664,0.284,145,3,148,134.3311,0.0,True,Arabic > German,48.3333,0.7765
llama4-scout,math,ar,es,500,0.948,0.648,0.3,155,5,160,138.7562,0.0,True,Arabic > Spanish,31.0,0.8102
llama4-scout,math,ar,fi,500,0.948,0.822,0.126,70,7,77,49.9221,0.0,True,Arabic > Finnish,10.0,0.411
llama4-scout,math,de,en,500,0.664,0.884,-0.22,22,132,154,77.1494,0.0,True,English > German,0.1667,0.5415
llama4-scout,math,de,fi,500,0.664,0.822,-0.158,44,123,167,36.4311,0.0,True,Finnish > German,0.3577,0.3655
llama4-scout,math,de,fr,500,0.664,0.912,-0.248,12,136,148,102.223,0.0,True,French > German,0.0882,0.6342
llama4-scout,math,de,hi,500,0.664,0.93,-0.266,8,141,149,116.9396,0.0,True,Hindi > German,0.0567,0.7011
llama4-scout,math,de,ko,500,0.664,0.918,-0.254,13,140,153,103.7647,0.0,True,Korean > German,0.0929,0.6558
llama4-scout,math,de,sw,500,0.664,0.89,-0.226,20,133,153,81.9869,0.0,True,Swahili > German,0.1504,0.5605
llama4-scout,math,de,tr,500,0.664,0.928,-0.264,9,141,150,114.4067,0.0,True,Turkish > German,0.0638,0.6933
llama4-scout,math,de,zh,500,0.664,0.928,-0.264,9,141,150,114.4067,0.0,True,Chinese > German,0.0638,0.6933
llama4-scout,math,en,es,500,0.884,0.648,0.236,144,26,170,80.5235,0.0,True,English > Spanish,5.5385,0.5752
llama4-scout,math,es,fi,500,0.648,0.822,-0.174,40,127,167,44.2874,0.0,True,Finnish > Spanish,0.315,0.3992
llama4-scout,math,es,fr,500,0.648,0.912,-0.264,13,145,158,108.6139,0.0,True,French > Spanish,0.0897,0.6679
llama4-scout,math,es,hi,500,0.648,0.93,-0.282,9,150,159,123.2704,0.0,True,Hindi > Spanish,0.06,0.7348
llama4-scout,math,es,ko,500,0.648,0.918,-0.27,14,149,163,110.1595,0.0,True,Korean > Spanish,0.094,0.6895
llama4-scout,math,es,sw,500,0.648,0.89,-0.242,21,142,163,88.3436,0.0,True,Swahili > Spanish,0.1479,0.5942
llama4-scout,math,es,tr,500,0.648,0.928,-0.28,13,153,166,116.3916,0.0,True,Turkish > Spanish,0.085,0.727
llama4-scout,math,es,zh,500,0.648,0.928,-0.28,11,151,162,119.2654,0.0,True,Chinese > Spanish,0.0728,0.727
llama4-scout,math,fi,hi,500,0.822,0.93,-0.108,12,66,78,36.0128,0.0,True,Hindi > Finnish,0.1818,0.3356
llama4-scout,math,fi,ko,500,0.822,0.918,-0.096,19,67,86,25.686,0.0,True,Korean > Finnish,0.2836,0.2902
llama4-scout,math,fi,tr,500,0.822,0.928,-0.106,11,64,75,36.0533,0.0,True,Turkish > Finnish,0.1719,0.3278
llama4-scout,math,fi,zh,500,0.822,0.928,-0.106,12,65,77,35.1169,0.0,True,Chinese > Finnish,0.1846,0.3278
llama4-scout,math,fi,fr,500,0.822,0.912,-0.09,18,63,81,23.9012,1e-06,True,French > Finnish,0.2857,0.2687
llama4-scout,math,ar,en,500,0.948,0.884,0.064,37,5,42,22.881,2e-06,True,Arabic > English,7.4,0.235
llama4-scout,math,ar,sw,500,0.948,0.89,0.058,35,6,41,19.122,1.2e-05,True,Arabic > Swahili,5.8333,0.216
llama4-scout,math,fi,sw,500,0.822,0.89,-0.068,24,58,82,13.2805,0.000268,True,Swahili > Finnish,0.4138,0.195
llama4-scout,math,en,hi,500,0.884,0.93,-0.046,11,34,45,10.7556,0.00104,True,Hindi > English,0.3235,0.1596
llama4-scout,math,ar,fr,500,0.948,0.912,0.036,24,6,30,9.6333,0.001911,True,Arabic > French,4.0,0.1422
llama4-scout,math,en,tr,500,0.884,0.928,-0.044,12,34,46,9.587,0.00196,True,Turkish > English,0.3529,0.1518
llama4-scout,math,en,zh,500,0.884,0.928,-0.044,12,34,46,9.587,0.00196,True,Chinese > English,0.3529,0.1518
llama4-scout,math,en,fi,500,0.884,0.822,0.062,63,32,95,9.4737,0.002084,True,English > Finnish,1.9688,0.176
llama4-scout,math,hi,sw,500,0.93,0.89,0.04,31,11,42,8.5952,0.00337,True,Hindi > Swahili,2.8182,0.1406
llama4-scout,math,ar,ko,500,0.948,0.918,0.03,19,4,23,8.5217,0.003509,True,Arabic > Korean,4.75,0.1207
llama4-scout,math,sw,tr,500,0.89,0.928,-0.038,11,30,41,7.9024,0.004937,True,Turkish > Swahili,0.3667,0.1328
llama4-scout,math,sw,zh,500,0.89,0.928,-0.038,12,31,43,7.5349,0.006052,True,Chinese > Swahili,0.3871,0.1328
llama4-scout,math,en,ko,500,0.884,0.918,-0.034,19,36,55,4.6545,0.030971,True,Korean > English,0.5278,0.1142
llama4-scout,math,ar,tr,500,0.948,0.928,0.02,15,5,20,4.05,0.044171,True,Arabic > Turkish,3.0,0.0832
llama4-scout,math,ar,zh,500,0.948,0.928,0.02,15,5,20,4.05,0.044171,True,Arabic > Chinese,3.0,0.0832
llama4-scout,math,ko,sw,500,0.918,0.89,0.028,32,18,50,3.38,0.065992,False,Korean > Swahili,1.7778,0.0953
llama4-scout,math,ar,hi,500,0.948,0.93,0.018,14,5,19,3.3684,0.066457,False,Arabic > Hindi,2.8,0.0754
llama4-scout,math,en,fr,500,0.884,0.912,-0.028,22,36,58,2.9138,0.087825,False,French > English,0.6111,0.0927
llama4-scout,math,fr,sw,500,0.912,0.89,0.022,32,21,53,1.8868,0.169564,False,French > Swahili,1.5238,0.0738
llama4-scout,math,fr,hi,500,0.912,0.93,-0.018,13,22,35,1.8286,0.176296,False,Hindi > French,0.5909,0.0668
llama4-scout,math,fr,tr,500,0.912,0.928,-0.016,10,18,28,1.75,0.185877,False,Turkish > French,0.5556,0.059
llama4-scout,math,fr,zh,500,0.912,0.928,-0.016,12,20,32,1.5312,0.215925,False,Chinese > French,0.6,0.059
llama4-scout,math,hi,ko,500,0.93,0.918,0.012,16,10,26,0.9615,0.3268,False,Hindi > Korean,1.6,0.0453
llama4-scout,math,ko,tr,500,0.918,0.928,-0.01,10,15,25,0.64,0.423711,False,Turkish > Korean,0.6667,0.0375
llama4-scout,math,ko,zh,500,0.918,0.928,-0.01,10,15,25,0.64,0.423711,False,Chinese > Korean,0.6667,0.0375
llama4-scout,math,de,es,500,0.664,0.648,0.016,102,94,196,0.25,0.617075,False,German > Spanish,1.0851,0.0337
llama4-scout,math,fr,ko,500,0.912,0.918,-0.006,16,19,35,0.1143,0.735317,False,Korean > French,0.8421,0.0215
llama4-scout,math,en,sw,500,0.884,0.89,-0.006,32,35,67,0.0597,0.806968,False,Swahili > English,0.9143,0.019
llama4-scout,math,tr,zh,500,0.928,0.928,0.0,10,10,20,0.05,0.823063,False,tie,1.0,0.0
llama4-scout,math,hi,tr,500,0.93,0.928,0.002,12,11,23,0.0,1.0,False,Hindi > Turkish,1.0909,0.0078
llama4-scout,math,hi,zh,500,0.93,0.928,0.002,12,11,23,0.0,1.0,False,Hindi > Chinese,1.0909,0.0078
